attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92,attr93,attr94,attr95,attr96,attr97,attr98,attr99,attr100,outlier
-0.003599999938160181,-73.80415344238281,198.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,179.2493896484375,114.66116333007812,-80.73670196533203,130.6593475341797,162.64984130859375,77.79033660888672,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,-47.043785095214844,118.66134643554688,203.8174285888672,0.0,-9.876433372497559,109.0286636352539,186.05718994140625,-65.99446868896484,-0.01218333374708891,96.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,165.67147827148438,147.40020751953125,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,-27.876380920410156,-0.24203333258628845,-50.962249755859375,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,158.36146545410156,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,-87.70641326904297,-13.123550415039062,147.49160766601562,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,-96.966552734375,179.36776733398438,104.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,-86.86730194091797,0.0,-85.42555236816406,-34.504817962646484,-64.0782699584961,-0.8668000102043152,142.2124481201172,0.0,-37.10272979736328,-5.721583366394043,19.974197387695312,-0.4661833345890045,-3.16213321685791,-36.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,188.05564880371094,-0.10766666382551193,-4.469966888427734,158.38140869140625,-137.1006317138672,27.13141632080078,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-73.80415344238281,197.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,179.2493896484375,-44.33883285522461,-80.73670196533203,128.6593475341797,190.64984130859375,165.79034423828125,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-75.37183380126953,-47.043785095214844,117.66134643554688,202.8174285888672,0.0,-9.876433372497559,171.02865600585938,185.05718994140625,-65.99446868896484,-0.01218333374708891,137.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,191.67147827148438,-90.59978485107422,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-8.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,37.123619079589844,-0.24203333258628845,-50.962249755859375,-21.13323402404785,169.26553344726562,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,-13.638534545898438,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,-72.70641326904297,-13.123550415039062,183.49160766601562,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,-96.966552734375,178.36776733398438,132.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,-86.86730194091797,0.0,165.57444763183594,-34.504817962646484,-16.078269958496094,-0.8668000102043152,142.2124481201172,0.0,-85.10272979736328,-5.721583366394043,77.97419738769531,-0.4661833345890045,-3.16213321685791,52.424964904785156,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,186.05564880371094,-0.10766666382551193,-4.469966888427734,123.38141632080078,-137.1006317138672,157.13140869140625,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-73.80415344238281,-53.79403305053711,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,-73.75061798095703,-44.33883285522461,170.2633056640625,130.6593475341797,46.64984893798828,-87.20966339111328,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-40.37183380126953,203.95620727539062,117.66134643554688,-48.18256759643555,0.0,-9.876433372497559,-68.9713363647461,187.05718994140625,185.00552368164062,-0.01218333374708891,170.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,-59.32851791381836,164.40020751953125,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,-83.87638092041016,-0.24203333258628845,20.037750244140625,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,-40.63853454589844,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,24.29358673095703,-13.123550415039062,-50.508384704589844,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,154.033447265625,-72.63223266601562,134.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,164.1326904296875,0.0,-85.42555236816406,-34.504817962646484,36.921730041503906,-0.8668000102043152,55.21244812011719,0.0,-32.10272979736328,-5.721583366394043,140.9741973876953,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,188.05564880371094,-0.10766666382551193,-4.469966888427734,157.38140869140625,-137.1006317138672,-93.86858367919922,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-73.80415344238281,86.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,76.24938201904297,208.66116333007812,107.26329803466797,130.6593475341797,190.64984130859375,-60.20966339111328,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,-47.043785095214844,117.66134643554688,168.8174285888672,0.0,-9.876433372497559,-21.971336364746094,185.05718994140625,185.00552368164062,-0.01218333374708891,168.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,43.67148208618164,-17.59978485107422,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,-22.876380920410156,-0.24203333258628845,-50.962249755859375,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,-19.638534545898438,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,-87.70641326904297,-13.123550415039062,-39.508384704589844,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,45.033447265625,36.367767333984375,132.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,164.1326904296875,0.0,78.57444763183594,-34.504817962646484,141.92172241210938,-0.8668000102043152,142.2124481201172,0.0,-85.10272979736328,-5.721583366394043,104.97419738769531,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,188.05564880371094,-0.10766666382551193,-4.469966888427734,157.38140869140625,-137.1006317138672,74.13141632080078,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-27.804153442382812,199.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,179.2493896484375,-44.33883285522461,-80.73670196533203,130.6593475341797,91.64984893798828,165.79034423828125,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,205.95620727539062,119.66134643554688,204.8174285888672,0.0,-9.876433372497559,184.02865600585938,188.05718994140625,-65.99446868896484,-0.01218333374708891,48.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,193.67147827148438,163.40020751953125,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,236.17237854003906,169.12362670898438,-0.24203333258628845,202.03775024414062,-21.13323402404785,96.26553344726562,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,212.36146545410156,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,165.2935791015625,-13.123550415039062,202.49160766601562,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,-96.966552734375,180.36776733398438,-8.21624755859375,-10.49804973602295,163.96908569335938,-0.0006333333440124989,-86.86730194091797,0.0,-67.42555236816406,-34.504817962646484,-12.078269958496094,-0.8668000102043152,142.2124481201172,0.0,19.89727020263672,-5.721583366394043,130.9741973876953,-0.4661833345890045,-3.16213321685791,196.42495727539062,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,188.05564880371094,-0.10766666382551193,-4.469966888427734,22.38141632080078,-137.1006317138672,159.13140869140625,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,146.1958465576172,118.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,179.2493896484375,-44.33883285522461,-80.73670196533203,131.6593475341797,190.64984130859375,165.79034423828125,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,-47.043785095214844,119.66134643554688,204.8174285888672,0.0,-9.876433372497559,184.02865600585938,-65.94281768798828,148.00552368164062,-0.01218333374708891,165.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,-57.32851791381836,-27.59978485107422,11.793632507324219,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,-83.87638092041016,-0.24203333258628845,53.037750244140625,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,-40.63853454589844,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,151.2935791015625,-13.123550415039062,202.49160766601562,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,236.7041778564453,-96.966552734375,180.36776733398438,-118.21624755859375,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,-86.86730194091797,0.0,-85.42555236816406,-20.504817962646484,141.92172241210938,-0.8668000102043152,142.2124481201172,0.0,168.89727783203125,-5.721583366394043,-110.02580261230469,-0.4661833345890045,-3.16213321685791,204.42495727539062,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,149.05564880371094,-0.10766666382551193,-4.469966888427734,-93.61858367919922,-137.1006317138672,-75.86858367919922,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-73.80415344238281,89.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,177.2493896484375,-44.33883285522461,165.2633056640625,128.6593475341797,-42.35015106201172,165.79034423828125,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,141.628173828125,203.95620727539062,117.66134643554688,202.8174285888672,0.0,-9.876433372497559,-41.971336364746094,58.05718231201172,-23.994468688964844,-0.01218333374708891,170.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,191.67147827148438,85.40021514892578,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,234.17237854003906,169.12362670898438,-0.24203333258628845,71.03775024414062,-21.13323402404785,229.26553344726562,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,210.36146545410156,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,101.29358673095703,-13.123550415039062,160.49160766601562,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,6.033447265625,138.36776733398438,134.78375244140625,-10.49804973602295,145.96908569335938,-0.0006333333440124989,-4.867301940917969,0.0,165.57444763183594,-34.504817962646484,139.92172241210938,-0.8668000102043152,140.2124481201172,0.0,-64.10272979736328,-5.721583366394043,140.9741973876953,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,186.05564880371094,-0.10766666382551193,-4.469966888427734,157.38140869140625,-127.10063171386719,159.13140869140625,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,181.1958465576172,-24.79403305053711,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,-73.75061798095703,96.66116333007812,-80.73670196533203,-122.34065246582031,192.64984130859375,-87.20966339111328,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,-47.043785095214844,92.66134643554688,206.8174285888672,0.0,47.123565673828125,-68.9713363647461,-65.94281768798828,-65.99446868896484,-0.01218333374708891,-82.95281982421875,-0.11219999939203262,-0.022183332592248917,110.35994720458984,-0.08298332989215851,-59.32851791381836,135.40020751953125,153.79364013671875,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,-83.87638092041016,-0.24203333258628845,-50.962249755859375,233.86676025390625,-21.734466552734375,-2.5004005432128906,-1.8979666233062744,-0.3360166549682617,-40.63853454589844,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,167.2935791015625,-13.123550415039062,-50.508384704589844,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,238.7041778564453,-96.966552734375,-72.63223266601562,-118.21624755859375,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,-86.86730194091797,0.0,-85.42555236816406,220.49517822265625,-111.0782699584961,-0.8668000102043152,-110.78755187988281,0.0,169.89727783203125,249.27841186523438,-110.02580261230469,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,-64.94435119628906,-0.10766666382551193,-4.469966888427734,-93.61858367919922,-137.1006317138672,-93.86858367919922,-2.2746334075927734,-0.0006500000017695129,242.6487274169922,0.0,no
-0.003599999938160181,180.1958465576172,-53.79403305053711,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,8.249382019042969,-44.33883285522461,-0.7367019653320312,127.65934753417969,158.64984130859375,-56.20966339111328,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,122.95621490478516,116.66134643554688,102.81742858886719,0.0,-9.876433372497559,-68.9713363647461,-14.942817687988281,186.00552368164062,-0.01218333374708891,169.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,152.67147827148438,161.40020751953125,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,166.12362670898438,-0.24203333258628845,201.03775024414062,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,-40.63853454589844,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,162.2935791015625,-13.123550415039062,-50.508384704589844,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,-96.966552734375,-72.63223266601562,83.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,165.1326904296875,0.0,14.574447631835938,-34.504817962646484,140.92172241210938,-0.8668000102043152,141.2124481201172,0.0,166.89727783203125,-5.721583366394043,141.9741973876953,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,185.05564880371094,-0.10766666382551193,-4.469966888427734,156.38140869140625,-137.1006317138672,75.13141632080078,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
-0.003599999938160181,-73.80415344238281,199.20596313476562,0.0,-13.124616622924805,-1.1500999927520752,0.0,-0.14163333177566528,47.24938201904297,-44.33883285522461,-80.73670196533203,130.6593475341797,190.64984130859375,-87.20966339111328,-9.828700065612793,-0.07639999687671661,-3.6396334171295166,-111.37183380126953,205.95620727539062,119.66134643554688,204.8174285888672,0.0,-9.876433372497559,-68.9713363647461,162.05718994140625,-25.994468688964844,-0.01218333374708891,170.04718017578125,-0.11219999939203262,-0.022183332592248917,-3.640049934387207,-0.08298332989215851,150.67147827148438,0.40021514892578125,-44.20636749267578,-0.18931666016578674,-0.035216666758060455,0.0,-12.3903169631958,-0.29616665840148926,-0.5259833335876465,-6.6391167640686035,-16.82761573791504,147.12362670898438,-0.24203333258628845,38.037750244140625,-21.13323402404785,-21.734466552734375,-31.50040054321289,-1.8979666233062744,-0.3360166549682617,156.36146545410156,-0.01928333379328251,-0.010833333246409893,-0.843666672706604,-0.12013333290815353,-0.8202999830245972,150.2935791015625,-13.123550415039062,-50.508384704589844,-0.0005333333392627537,0.0,-0.0182499997317791,-1.20211660861969,-16.29581642150879,-93.966552734375,-72.63223266601562,103.78375244140625,-10.49804973602295,-12.030916213989258,-0.0006333333440124989,69.13269805908203,0.0,112.57444763183594,-34.504817962646484,141.92172241210938,-0.8668000102043152,45.21244812011719,0.0,-23.10272979736328,-5.721583366394043,142.9741973876953,-0.4661833345890045,-3.16213321685791,-43.575035095214844,-15.392716407775879,0.0,-0.0007833333220332861,0.0,-0.03126666694879532,130.05564880371094,-0.10766666382551193,-4.469966888427734,133.38140869140625,-137.1006317138672,127.13141632080078,-2.2746334075927734,-0.0006500000017695129,-12.351266860961914,0.0,no
